"Date","Price","Open","High","Low","Change %"
"May 16, 2010","90.03","92.30","92.96","88.98","-2.65%"
"May 09, 2010","92.48","92.37","93.64","91.76","0.97%"
"May 02, 2010","91.59","93.91","94.98","88.00","-2.39%"
"Apr 25, 2010","93.83","94.06","94.60","92.80","-0.11%"
"Apr 18, 2010","93.93","91.94","94.32","91.58","1.91%"
"Apr 11, 2010","92.17","93.20","93.71","91.88","-1.08%"
"Apr 04, 2010","93.18","94.74","94.76","92.81","-1.51%"
"Mar 28, 2010","94.61","92.35","94.69","92.10","2.28%"
"Mar 21, 2010","92.50","90.53","92.95","89.81","2.16%"
"Mar 14, 2010","90.54","90.67","90.80","89.74","0.08%"
"Mar 07, 2010","90.47","90.44","91.08","89.60","0.18%"
"Feb 28, 2010","90.31","88.83","90.58","88.10","1.62%"
"Feb 21, 2010","88.87","91.48","91.90","88.72","-2.99%"
"Feb 14, 2010","91.61","90.11","92.14","89.69","1.75%"
"Feb 07, 2010","90.03","89.51","90.43","89.12","0.77%"
"Jan 31, 2010","89.34","89.79","91.28","88.54","-1.07%"
"Jan 24, 2010","90.31","90.31","90.92","89.11","0.44%"
"Jan 17, 2010","89.91","90.75","91.87","89.76","-0.97%"
"Jan 10, 2010","90.79","92.54","92.66","90.57","-2.00%"
"Jan 03, 2010","92.64","93.05","93.76","91.23","-0.42%"
"Dec 27, 2009","93.03","91.55","93.14","91.39","2.02%"
"Dec 20, 2009","91.19","90.33","91.87","90.22","0.97%"
"Dec 13, 2009","90.31","88.95","90.91","88.30","1.40%"
"Dec 06, 2009","89.06","90.25","90.38","87.33","-1.53%"
"Nov 29, 2009","90.44","86.63","90.76","85.83","4.64%"
"Nov 22, 2009","86.43","88.80","89.19","84.81","-2.82%"
"Nov 15, 2009","88.94","89.53","89.71","88.62","-0.87%"
"Nov 08, 2009","89.72","89.98","90.61","89.26","-0.22%"
"Nov 01, 2009","89.92","89.66","91.32","89.17","-0.20%"
"Oct 25, 2009","90.10","92.11","92.32","89.90","-2.13%"
"Oct 18, 2009","92.06","91.02","92.12","90.05","1.29%"
"Oct 11, 2009","90.89","89.74","91.33","88.81","1.24%"
"Oct 04, 2009","89.78","89.40","89.98","87.98","-0.03%"
"Sep 27, 2009","89.81","89.60","90.41","88.22","0.18%"
"Sep 20, 2009","89.65","91.46","92.53","89.49","-1.80%"
"Sep 13, 2009","91.29","90.41","91.63","90.10","0.63%"
"Sep 06, 2009","90.72","92.94","93.30","90.19","-2.47%"
"Aug 30, 2009","93.02","93.44","93.56","91.92","-0.66%"
"Aug 23, 2009","93.64","94.36","95.06","93.19","-0.78%"
"Aug 16, 2009","94.38","94.80","95.28","93.40","-0.59%"
"Aug 09, 2009","94.94","97.68","97.72","94.40","-2.70%"
"Aug 02, 2009","97.57","94.71","97.78","94.34","3.05%"
"Jul 26, 2009","94.68","94.72","95.88","93.99","-0.13%"
"Jul 19, 2009","94.80","94.28","95.29","93.07","0.65%"
"Jul 12, 2009","94.19","92.43","94.46","91.72","1.78%"
"Jul 05, 2009","92.54","96.03","96.06","91.75","-3.64%"
"Jun 28, 2009","96.04","95.26","96.99","95.13","0.83%"
"Jun 21, 2009","95.25","96.21","96.57","94.86","-1.06%"
"Jun 14, 2009","96.27","98.40","98.57","95.49","-2.17%"
"Jun 07, 2009","98.41","98.56","98.85","97.06","-0.25%"
"May 31, 2009","98.66","95.31","98.88","94.43","3.50%"
"May 24, 2009","95.32","94.79","97.23","94.40","0.57%"
"May 17, 2009","94.78","94.98","96.69","93.82","-0.45%"
"May 10, 2009","95.21","98.71","98.82","94.71","-3.42%"
"May 03, 2009","98.58","99.24","99.72","97.92","-0.53%"
"Apr 26, 2009","99.11","96.82","99.58","95.59","2.00%"
"Apr 19, 2009","97.17","99.16","99.40","96.62","-1.99%"
"Apr 12, 2009","99.14","100.39","100.72","98.13","-1.11%"
"Apr 05, 2009","100.25","100.27","101.45","99.31","-0.08%"
"Mar 29, 2009","100.33","98.02","100.37","95.93","2.51%"
"Mar 22, 2009","97.87","95.66","98.86","95.41","2.02%"
"Mar 15, 2009","95.93","98.05","99.03","93.52","-2.08%"
"Mar 08, 2009","97.97","98.36","99.20","95.65","-0.43%"
"Mar 01, 2009","98.39","97.71","99.69","96.55","0.86%"
"Feb 22, 2009","97.55","93.46","98.73","92.74","4.71%"
"Feb 15, 2009","93.16","91.66","94.48","91.40","1.29%"
"Feb 08, 2009","91.97","91.79","92.44","89.68","-0.04%"
"Feb 01, 2009","92.01","90.01","92.26","88.56","2.24%"
"Jan 25, 2009","89.99","88.75","90.76","88.24","1.31%"
"Jan 18, 2009","88.83","90.96","91.33","87.11","-2.06%"
"Jan 11, 2009","90.70","90.18","90.92","88.46","0.40%"
"Jan 04, 2009","90.34","91.99","94.66","90.13","-2.06%"
"Dec 28, 2008","92.24","90.68","92.42","89.73","1.68%"
"Dec 21, 2008","90.72","89.10","91.01","89.09","1.76%"
"Dec 14, 2008","89.15","91.32","91.38","87.11","-2.17%"
"Dec 07, 2008","91.13","92.81","93.94","88.34","-1.89%"
"Nov 30, 2008","92.89","95.49","95.58","91.56","-2.73%"
"Nov 23, 2008","95.50","95.82","97.46","94.56","-0.40%"
"Nov 16, 2008","95.88","95.92","97.57","93.54","-1.09%"
"Nov 09, 2008","96.94","99.21","99.50","94.45","-1.37%"
"Nov 02, 2008","98.29","98.63","100.57","96.73","-0.18%"
"Oct 26, 2008","98.47","92.66","99.72","91.88","4.42%"
"Oct 19, 2008","94.30","101.63","102.44","90.90","-7.26%"
"Oct 12, 2008","101.68","100.90","103.09","99.24","1.00%"
"Oct 05, 2008","100.67","104.98","105.19","97.88","-4.42%"
"Sep 28, 2008","105.32","106.24","106.98","103.49","-0.64%"
"Sep 21, 2008","106.00","106.83","107.18","105.01","-1.35%"
"Sep 14, 2008","107.45","105.94","108.09","103.51","-0.45%"
"Sep 07, 2008","107.94","108.99","109.10","106.04","0.16%"
"Aug 31, 2008","107.77","108.32","109.21","105.51","-0.96%"
"Aug 24, 2008","108.81","109.96","110.31","108.40","-1.11%"
"Aug 17, 2008","110.03","110.50","110.53","108.12","-0.43%"
"Aug 10, 2008","110.50","110.34","110.67","108.35","0.29%"
"Aug 03, 2008","110.18","107.66","110.38","107.43","2.31%"
"Jul 27, 2008","107.69","107.83","108.41","107.27","-0.17%"
"Jul 20, 2008","107.87","106.92","108.00","106.03","0.84%"
"Jul 13, 2008","106.97","106.10","107.00","103.75","0.70%"
"Jul 06, 2008","106.23","106.78","107.78","105.63","-0.57%"
"Jun 29, 2008","106.84","106.17","106.94","104.97","0.67%"
"Jun 22, 2008","106.13","107.21","108.44","105.84","-1.10%"
"Jun 15, 2008","107.31","108.04","108.59","107.10","-0.80%"
"Jun 08, 2008","108.17","104.46","108.39","104.43","3.09%"
"Jun 01, 2008","104.93","105.28","106.44","103.85","-0.56%"
"May 25, 2008","105.52","103.31","105.89","103.10","2.13%"
"May 18, 2008","103.32","103.95","104.72","102.70","-0.70%"
"May 11, 2008","104.05","102.98","105.46","102.55","1.17%"
