"Date","Price","Open","High","Low","Vol.","Change %"
"Mar 11","7,041.31","7,309.80","7,356.33","6,483.39","3.09B","-3.18%"
"Feb 11","7,272.32","7,133.34","7,441.82","7,093.91","2.13B","2.75%"
"Jan 11","7,077.48","6,973.39","7,180.15","6,835.74","2.36B","2.36%"
"Dec 10","6,914.19","6,748.36","7,087.84","6,736.69","1.79B","3.37%"
"Nov 10","6,688.49","6,637.09","6,907.61","6,586.01","2.33B","1.32%"
"Oct 10","6,601.37","6,244.06","6,668.54","6,115.87","2.17B","5.98%"
"Sep 10","6,229.02","5,936.94","6,339.97","5,876.43","2.45B","5.13%"
"Aug 10","5,925.22","6,187.64","6,386.97","5,833.51","2.10B","-3.62%"
"Jul 10","6,147.97","5,885.61","6,253.64","5,809.37","2.22B","3.06%"
"Jun 10","5,965.52","5,943.94","6,330.81","5,798.76","2.63B","0.02%"
"May 10","5,964.33","6,122.76","6,276.80","5,607.68","3.89B","-2.79%"
"Apr 10","6,135.70","6,189.38","6,341.52","6,024.01","2.74B","-0.29%"
"Mar 10","6,153.55","5,652.85","6,203.50","5,641.18","2.58B","9.92%"
"Feb 10","5,598.46","5,587.50","5,743.89","5,433.02","2.61B","-0.18%"
"Jan 10","5,608.79","5,975.52","6,094.26","5,540.33","2.64B","-5.85%"
"Dec 09","5,957.43","5,653.88","6,026.69","5,605.43","1.88B","5.89%"
"Nov 09","5,625.95","5,410.61","5,843.27","5,312.64","2.33B","3.90%"
"Oct 09","5,414.96","5,681.88","5,888.21","5,394.80","2.84B","-4.58%"
"Sep 09","5,675.16","5,479.35","5,760.83","5,263.11","2.48B","3.85%"
"Aug 09","5,464.61","5,330.87","5,575.53","5,158.60","1.81B","2.48%"
"Jul 09","5,332.14","4,820.61","5,396.95","4,524.01","2.15B","10.89%"
"Jun 09","4,808.64","4,992.10","5,177.59","4,669.80","2.20B","-2.68%"
"May 09","4,940.82","4,790.03","5,060.76","4,653.25","2.49B","3.59%"
"Apr 09","4,769.45","4,074.79","4,837.22","3,997.46","2.92B","16.76%"
"Mar 09","4,084.76","3,817.51","4,272.12","3,588.89","3.48B","6.27%"
"Feb 09","3,843.74","4,309.17","4,688.59","3,764.69","2.82B","-11.40%"
"Jan 09","4,338.35","4,856.85","5,111.02","4,067.43","3.16B","-9.81%"
"Dec 08","4,810.20","4,653.12","4,850.39","4,304.03","3.03B","3.01%"
"Nov 08","4,669.44","5,053.94","5,302.57","4,034.96","3.29B","-6.39%"
"Oct 08","4,987.97","5,865.08","5,876.93","4,014.60","6.54B","-14.46%"
"Sep 08","5,831.02","6,400.85","6,553.90","5,658.20","4.71B","-9.21%"
"Aug 08","6,422.30","6,461.01","6,626.70","6,219.10","2.63B","-0.88%"
"Jul 08","6,479.56","6,394.08","6,577.10","5,999.32","3.93B","0.95%"
"Jun 08","6,418.32","7,098.70","7,102.05","6,308.24","3.11B","-9.56%"
"May 08","7,096.79","6,982.06","7,231.86","6,905.86","2.70B","2.13%"
"Apr 08","6,948.82","6,519.02","6,966.47","6,496.94","3.06B","6.33%"
"Mar 08","6,534.97","6,692.98","6,720.16","6,167.82","3.65B","-3.16%"
"Feb 08","6,748.13","6,896.19","7,079.74","6,655.65","3.51B","-1.51%"
"Jan 08","6,851.75","8,045.97","8,100.64","6,384.40","4.97B","-15.07%"
"Dec 07","8,067.32","7,859.39","8,117.79","7,777.40","2.18B","2.50%"
"Nov 07","7,870.52","8,024.41","8,038.41","7,444.62","3.62B","-1.85%"
"Oct 07","8,019.22","7,851.29","8,063.83","7,763.64","3.01B","2.01%"
"Sep 07","7,861.51","7,643.64","7,882.18","7,369.70","2.80B","2.92%"
"Aug 07","7,638.17","7,472.36","7,659.72","7,190.36","3.82B","0.71%"
"Jul 07","7,584.14","7,969.27","8,151.57","7,372.89","3.17B","-5.28%"
"Jun 07","8,007.32","7,891.20","8,131.73","7,499.43","3.54B","1.58%"
"May 07","7,883.04","7,429.93","7,895.71","7,304.61","3.12B","6.40%"
"Apr 07","7,408.87","6,911.13","7,436.30","6,891.80","2.47B","7.11%"
"Mar 07","6,917.03","6,714.25","6,965.84","6,437.25","3.60B","3.00%"
"Feb 07","6,715.44","6,821.31","7,040.20","6,640.99","2.86B","-1.09%"
"Jan 07","6,789.11","6,614.73","6,805.09","6,531.25","3.02B","2.91%"
"Dec 06","6,596.92","6,322.18","6,629.33","6,195.81","1.92B","4.56%"
"Nov 06","6,309.19","6,262.71","6,497.06","6,201.00","2.66B","0.64%"
"Oct 06","6,268.92","6,019.34","6,304.78","5,944.57","2.43B","4.41%"
"Sep 06","6,004.33","5,861.25","6,031.55","5,737.20","2.48B","2.47%"
"Aug 06","5,859.57","5,678.01","5,886.78","5,557.59","2.54B","3.13%"
"Jul 06","5,681.97","5,688.00","5,729.59","5,365.06","2.09B","-0.02%"
"Jun 06","5,683.31","5,677.53","5,778.78","5,243.71","2.86B","-0.17%"
"May 06","5,692.86","6,014.38","6,162.37","5,513.43","3.34B","-5.28%"
"Apr 06","6,009.89","5,989.08","6,121.95","5,860.50","2.11B","0.67%"
"Mar 06","5,970.08","5,806.96","5,993.90","5,664.19","2.78B","3.00%"
"Feb 06","5,796.04","5,662.05","5,916.80","5,598.05","2.13B","2.15%"
"Jan 06","5,674.15","5,410.24","5,697.01","5,290.49","2.53B","4.92%"
"Dec 05","5,408.26","5,210.54","5,469.96","5,208.49","1.74B","4.14%"
"Nov 05","5,193.40","4,922.91","5,241.00","4,891.62","2.27B","5.36%"
"Oct 05","4,929.07","5,060.99","5,138.02","4,762.75","2.24B","-2.28%"
"Sep 05","5,044.12","4,846.66","5,061.84","4,816.67","2.37B","4.44%"
"Aug 05","4,829.69","4,882.39","4,990.57","4,726.33","2.17B","-1.16%"
"Jul 05","4,886.50","4,584.44","4,913.02","4,444.94","2.29B","6.55%"
"Jun 05","4,586.28","4,467.32","4,637.34","4,467.04","2.37B","2.82%"
"May 05","4,460.63","4,208.63","4,482.02","4,205.05","1.97B","6.59%"
"Apr 05","4,184.84","4,348.03","4,422.88","4,157.51","2.18B","-3.77%"
"Mar 05","4,348.77","4,345.24","4,435.31","4,275.55","2.13B","-0.04%"
"Feb 05","4,350.49","4,256.65","4,409.09","4,249.69","2.01B","2.25%"
"Jan 05","4,254.85","4,260.92","4,325.77","4,160.83","2.22B","-0.03%"
"Dec 04","4,256.08","4,108.55","4,272.18","4,107.62","1.66B","3.15%"
"Nov 04","4,126.00","3,961.18","4,219.05","3,959.25","2.06B","4.19%"
"Oct 04","3,960.25","3,895.15","4,078.50","3,838.98","2.06B","1.73%"
"Sep 04","3,892.90","3,794.17","4,000.13","3,792.25","1.90B","2.85%"
"Aug 04","3,785.21","3,891.18","3,891.78","3,618.58","1.83B","-2.83%"
"Jul 04","3,895.61","4,078.36","4,101.52","3,749.04","1.84B","-3.88%"
"Jun 04","4,052.73","3,924.30","4,090.75","3,856.04","1.79B","3.35%"
"May 04","3,921.41","3,972.88","4,029.32","3,710.02","1.87B","-1.60%"
"Apr 04","3,985.21","3,858.34","4,156.89","3,857.04","2.05B","3.33%"
"Mar 04","3,856.70","4,026.19","4,163.19","3,692.40","2.69B","-4.02%"
"Feb 04","4,018.16","4,062.79","4,150.56","3,960.41","1.86B","-1.00%"
"Jan 04","4,058.60","3,969.04","4,175.48","3,969.04","2.31B","2.36%"
"Dec 03","3,965.16","3,752.72","3,996.28","3,752.72","1.69B","5.85%"
"Nov 03","3,745.95","3,657.61","3,814.21","3,576.52","1.93B","2.46%"
"Oct 03","3,655.99","3,255.76","3,675.78","3,217.40","2.16B","12.26%"
"Sep 03","3,256.78","3,493.34","3,676.88","3,202.87","2.26B","-6.54%"
"Aug 03","3,484.58","3,481.81","3,588.53","3,299.77","1.76B","-0.09%"
"Jul 03","3,487.86","3,217.21","3,487.86","3,119.35","-","8.30%"
"Jun 03","3,220.58","2,990.93","3,324.44","2,990.93","-","7.98%"
"May 03","2,982.68","2,938.72","3,068.08","2,769.45","-","1.38%"
"Apr 03","2,942.04","2,426.24","3,004.79","2,395.72","-","21.38%"
"Mar 03","2,423.87","2,553.74","2,731.57","2,188.75","-","-4.84%"
"Feb 03","2,547.05","2,750.40","2,802.93","2,433.15","-","-7.31%"
"Jan 03","2,747.83","2,898.68","3,157.25","2,563.92","-","-5.01%"
"Dec 02","2,892.63","3,332.73","3,476.83","2,836.01","-","-12.88%"
"Nov 02","3,320.32","3,152.19","3,443.49","2,987.85","-","5.31%"
"Oct 02","3,152.85","2,772.96","3,299.01","2,519.30","-","13.86%"
"Sep 02","2,769.03","3,698.69","3,698.69","2,719.49","-","-25.42%"
"Aug 02","3,712.94","3,699.31","3,930.96","3,235.38","-","0.35%"
"Jul 02","3,700.14","4,377.10","4,483.03","3,265.96","-","-15.57%"
"Jun 02","4,382.56","4,818.07","4,850.38","3,946.70","-","-9.04%"
"May 02","4,818.30","5,043.01","5,126.33","4,741.95","-","-4.42%"
"Apr 02","5,041.20","5,379.64","5,379.64","4,929.35","-","-6.60%"
"Mar 02","5,397.29","5,025.96","5,467.31","5,003.06","-","7.11%"
"Feb 02","5,039.08","5,109.48","5,165.97","4,706.01","-","-1.34%"
"Jan 02","5,107.61","5,155.26","5,352.16","4,974.58","-","-1.02%"
"Dec 01","5,160.10","4,986.58","5,341.86","4,872.25","-","3.41%"
"Nov 01","4,989.91","4,556.71","5,217.47","4,481.55","-","9.45%"
"Oct 01","4,559.13","4,315.06","4,874.31","4,157.60","-","5.83%"
"Sep 01","4,308.15","5,195.67","5,220.10","3,539.18","-","-16.96%"
"Aug 01","5,188.17","5,859.68","5,930.45","5,124.69","-","-11.48%"
"Jul 01","5,861.19","6,053.81","6,131.97","5,551.14","-","-3.25%"
"Jun 01","6,058.38","6,122.96","6,278.04","5,758.69","-","-1.06%"
"May 01","6,123.26","6,272.03","6,337.47","5,960.46","-","-2.25%"
"Apr 01","6,264.51","5,843.37","6,271.20","5,383.99","-","7.45%"
"Mar 01","5,829.95","6,212.66","6,342.54","5,351.48","-","-6.09%"
"Feb 01","6,208.24","6,788.57","6,788.57","6,071.35","-","-8.64%"
"Jan 01","6,795.14","6,431.14","6,795.14","6,172.44","-","5.62%"
